2025-08-01 13:07:21.306549+00:00 UTC
skupper-prd-wyn-skupper-router-7f4bf489d5-lmzhp

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in      out        thru
  local   temp.4dlNn+0+8P0kLvK                                     balanced   -    1      0       1       1          0
  local   temp.4t0OGFlqoZc2av2                                     balanced   -    1      0       0       0          0
  local   temp.4xu_O2Uj50d+20P                                     balanced   -    1      0       1       1          0
  local   temp.5EszVt_VQ+SxdW4                                     balanced   -    1      0       0       0          0
  local   temp.5S_xs8Wtxtr8NPR                                     balanced   -    1      0       0       0          0
  local   temp.5VskaEWplCxaPDG                                     balanced   -    1      0       1       1          0
  local   temp.5__+0LIhcWO7QBK                                     balanced   -    1      0       1       1          0
  local   temp.5jIi4zeSJL1mdOa                                     balanced   -    1      0       1       1          0
  local   temp.64Zy1V5hq5J3RBd                                     balanced   -    1      0       1       1          0
  local   temp.6bo2zkOqWxty4_8                                     balanced   -    1      0       1       1          0
  local   temp.6pRm7431nwytb7c                                     balanced   -    1      0       1       1          0
  local   temp.71_cFumlJ+ezfZd                                     balanced   -    1      0       0       0          0
  local   temp.74qHOZ20seoeYkK                                     balanced   -    1      0       1       1          0
  local   temp.771PAHlpnIVy3JZ                                     balanced   -    1      0       1       1          0
  local   temp.7RI892ra6+K10+W                                     balanced   -    1      0       1       1          0
  local   temp.7Up3Ho8uJ_WHcrj                                     balanced   -    1      0       1       1          0
  local   temp.7Y0TsDY_OLX99Q5                                     balanced   -    1      0       1       1          0
  local   temp.7_kqac49x53uTcU                                     balanced   -    1      0       1       1          0
  local   temp.81n3178USD23WtS                                     balanced   -    1      0       1       1          0
  local   temp.8XhcTmZRYkJiSXY                                     balanced   -    1      0       1       1          0
  local   temp.8x5jzpmgCwPbcEX                                     balanced   -    1      0       0       0          0
  local   temp.AGuQpEIMjCGxVXD                                     balanced   -    1      0       1       1          0
  local   temp.AOtzO5UCD5Bwg8i                                     balanced   -    1      0       1       1          0
  local   temp.AcSMDncpP51uIKG                                     balanced   -    1      0       1       1          0
  local   temp.AnBDfyLaNCVpZYG                                     balanced   -    1      0       0       14,241     0
  local   temp.ByLrpvNvAgbP67z                                     balanced   -    1      0       1       1          0
  local   temp.Bz9R9RBzYsYRufl                                     balanced   -    1      0       1       1          0
  local   temp.CICsKyisPexRMEw                                     balanced   -    1      0       1       1          0
  local   temp.CLiTOCpafyaxf++                                     balanced   -    1      0       1       1          0
  local   temp.CjjAs7I3GkX5Mmb                                     balanced   -    1      0       1       1          0
  local   temp.CucgL1teU3NRIFf                                     balanced   -    1      0       1       1          0
  local   temp.DTVNjh_naJwpYvc                                     balanced   -    1      0       1       1          0
  local   temp.DU5+tsKwxHyeZ1i                                     balanced   -    1      0       1       1          0
  local   temp.DtsA0S16oqEnCXc                                     balanced   -    1      0       1       1          0
  local   temp.EODY_OAqaTsavPJ                                     balanced   -    1      0       1       1          0
  local   temp.ErlIL33DQPXZhOs                                     balanced   -    1      0       0       0          0
  local   temp.ErwD2BU04tqCLOS                                     balanced   -    1      0       1       1          0
  local   temp.FDcqenEu8iLqpD5                                     balanced   -    1      0       1       1          0
  local   temp.FK2VAMfD5gK9YpA                                     balanced   -    1      0       1       1          0
  local   temp.G+sEjMUKNXxzIXU                                     balanced   -    1      0       1       1          0
  local   temp.GH3bGK1PI8jN4V0                                     balanced   -    1      0       1       1          0
  local   temp.GhY380DKZBCFC+9                                     balanced   -    1      0       1       1          0
  local   temp.GkMj1L+48Quk2Ua                                     balanced   -    1      0       1       1          0
  local   temp.GsialHnjTKtHv+u                                     balanced   -    1      0       1       1          0
  local   temp.HHPxeh2p91brxDG                                     balanced   -    1      0       1       1          0
  local   temp.HS9cimtzOlZLTyj                                     balanced   -    1      0       1       1          0
  local   temp.HXxPibjYpE5ODYH                                     balanced   -    1      0       1       1          0
  local   temp.H_tIBEKd_VZXf6p                                     balanced   -    1      0       1       1          0
  local   temp.IYoCZTv4kFaF4J8                                     balanced   -    1      0       0       0          0
  local   temp.Id0PVwM9hG7hnV+                                     balanced   -    1      0       1       1          0
  local   temp.JL_ZtTXq1BefhRJ                                     balanced   -    1      0       1       1          0
  local   temp.JSUyuVGYLV+LJ7S                                     balanced   -    1      0       1       1          0
  local   temp.JaZQFt6HuQDRA8o                                     balanced   -    1      0       1       1          0
  local   temp.Jce977b7Av+j_g7                                     balanced   -    1      0       1       1          0
  local   temp.JnmzieRiPb2NLnG                                     balanced   -    1      0       1       1          0
  local   temp.KbnEb6PFTwv4Vf8                                     balanced   -    1      0       0       0          0
  local   temp.KdwgQLlz9BXXcHF                                     balanced   -    1      0       1       1          0
  local   temp.KmRGwrBvH0hEofx                                     balanced   -    1      0       1       1          0
  local   temp.Lg1txUPAOFThMHO                                     balanced   -    1      0       1       1          0
  local   temp.M9R3BJSBVliVR+m                                     balanced   -    1      0       1       1          0
  local   temp.MXk79eXvbPONNpO                                     balanced   -    1      0       1       1          0
  local   temp.Mfkg54MYIPBvwaV                                     balanced   -    1      0       1       1          0
  local   temp.MsWMq9WqOgwyS4w                                     balanced   -    1      0       1       1          0
  local   temp.Mw6kWW6oMilk2s6                                     balanced   -    1      0       1       1          0
  local   temp.NpnqZt1Lc2V1LB2                                     balanced   -    1      0       1       1          0
  local   temp.NqTcBouo2iuC53W                                     balanced   -    1      0       1       1          0
  local   temp.NvMu7txkxDtahGh                                     balanced   -    1      0       1       1          0
  local   temp.OaIO7ZVZ1XUOJ8_                                     balanced   -    1      0       1       1          0
  local   temp.Ogq1asJlFEykL+c                                     balanced   -    1      0       1       1          0
  local   temp.OkYWKjYC0+UJFu3                                     balanced   -    1      0       1       1          0
  local   temp.OlqsWv8LWx8vfKU                                     balanced   -    1      0       1       1          0
  local   temp.Om7VRYERueB_jnG                                     balanced   -    1      0       0       0          0
  local   temp.P+E7vlwQjwEAGA3                                     balanced   -    1      0       1       1          0
  local   temp.PEJES52JZlFsH+_                                     balanced   -    1      0       1       1          0
  local   temp.PEqJrLNMm8527Np                                     balanced   -    1      0       1       1          0
  local   temp.QR9gbra2VOLa24M                                     balanced   -    1      0       1       1          0
  local   temp.QpiE4E+pZqu4VQ8                                     balanced   -    1      0       1       1          0
  local   temp.Rcj0bVbMAi9p5iU                                     balanced   -    1      0       0       0          0
  local   temp.RfOuYh88IjDD91o                                     balanced   -    1      0       1       1          0
  local   temp.S3onX48OsSR4v5+                                     balanced   -    1      0       1       1          0
  local   temp.S7H5KGa7pyXl75e                                     balanced   -    1      0       1       1          0
  local   temp.SLvptc0_pJeKNVL                                     balanced   -    1      0       1       1          0
  local   temp.SbSCVYjZgJx8f5I                                     balanced   -    1      0       1       1          0
  local   temp.Srd+3nSLlAsbBg9                                     balanced   -    1      0       0       0          0
  local   temp.TBoaY2MgXs5bsq8                                     balanced   -    1      0       1       1          0
  local   temp.TXpJMFhUbLiUv_s                                     balanced   -    1      0       0       0          0
  local   temp.UQPGjgExdyItc7t                                     balanced   -    1      0       1       1          0
  local   temp.UclAyEI8_Tic0Im                                     balanced   -    1      0       1       1          0
  local   temp.UnLwKlOzMXTZkDn                                     balanced   -    1      0       1       1          0
  local   temp.UsG0bcrFduupLA8                                     balanced   -    1      0       0       0          0
  local   temp.VZXw28rGPcBdIi6                                     balanced   -    1      0       0       0          0
  local   temp.W2V_Gkd3pF57+TD                                     balanced   -    1      0       1       1          0
  local   temp.WHXZB0dtqqHtuAI                                     balanced   -    1      0       0       0          0
  local   temp.WU8brJRTbjzqRij                                     balanced   -    1      0       1       1          0
  local   temp.WbkMASt_MbarFJv                                     balanced   -    1      0       1       1          0
  local   temp.WiB5TyGbd_3e7Pq                                     balanced   -    1      0       1       1          0
  local   temp.XFEbIgKXPX3UJK4                                     balanced   -    1      0       1       1          0
  local   temp.XaBKC_6aZ8so2NC                                     balanced   -    1      0       0       0          0
  local   temp.Y5XnJtBtZ4qJ301                                     balanced   -    1      0       0       0          0
  local   temp.YCEjnZolmYcR9wK                                     balanced   -    1      0       1       1          0
  local   temp.YNymeqLBK4bm54p                                     balanced   -    1      0       0       0          0
  local   temp.YhWn2wsHRdIeduq                                     balanced   -    1      0       1       1          0
  local   temp.YmojnHqe4vkv4Ai                                     balanced   -    1      0       1       1          0
  local   temp.Z4Yf+lVyP8QGsMB                                     balanced   -    1      0       1       1          0
  local   temp.ZCV3m1z7OLLJMBH                                     balanced   -    1      0       1       1          0
  local   temp.ZLewt7dKWIGfZc4                                     balanced   -    1      0       1       1          0
  local   temp.ZobHn6UI3yZq3B2                                     balanced   -    1      0       1       1          0
  local   temp.ZofgjAvaiSNF0Xk                                     balanced   -    1      0       1       1          0
  local   temp.ZqJGxSiroHpiCsJ                                     balanced   -    1      0       0       0          0
  local   temp._Npsu63_x9EaFl9                                     balanced   -    1      0       1       1          0
  local   temp._aQvcKgVvAJExW+                                     balanced   -    1      0       1       1          0
  local   temp.a6_tj88jedCMy3e                                     balanced   -    1      0       1       1          0
  local   temp.aYEOmARpaFKViA7                                     balanced   -    1      0       1       1          0
  local   temp.aZ1aN4jJ5f+Li+q                                     balanced   -    1      0       1       1          0
  local   temp.alvD2SGKzFLgHlh                                     balanced   -    1      0       0       0          0
  local   temp.arXpg6JdKHHgFji                                     balanced   -    1      0       1       1          0
  local   temp.auHVDmzpmWAVO8l                                     balanced   -    1      0       1       1          0
  local   temp.bJBildMdzTXr2Yw                                     balanced   -    1      0       1       1          0
  local   temp.bUdGFn47pNgc8t+                                     balanced   -    1      0       1       1          0
  local   temp.bqRlxrSWPT0Gauj                                     balanced   -    1      0       0       0          0
  local   temp.c2K7mkyAE6t27vM                                     balanced   -    1      0       1       1          0
  local   temp.c9nsUEaQ1X3Ly8Y                                     balanced   -    1      0       1       1          0
  local   temp.crYCVR+YoIodfFx                                     balanced   -    1      0       1       1          0
  local   temp.ctqYG10dVKtQF7P                                     balanced   -    1      0       1       1          0
  local   temp.d6vj1uMzZKP4IMY                                     balanced   -    1      0       1       1          0
  local   temp.dCgLmd2SP7N_jsz                                     balanced   -    1      0       1       1          0
  local   temp.dgKomcAVmbXtqp0                                     balanced   -    1      0       1       1          0
  local   temp.e+JU4P2XcLB_Kc8                                     balanced   -    1      0       1       1          0
  local   temp.eAzq+b4rHYt+o7S                                     balanced   -    1      0       1       1          0
  local   temp.eEW8DAv4EUaltOQ                                     balanced   -    1      0       1       1          0
  local   temp.eO4cakQcL5n+Twq                                     balanced   -    1      0       1       1          0
  local   temp.eaAzDV8r9Lyvv7B                                     balanced   -    1      0       0       0          0
  local   temp.eaDQCDJbsVgb_aP                                     balanced   -    1      0       1       1          0
  local   temp.efLCc11uGyH4B2F                                     balanced   -    1      0       0       0          0
  local   temp.ehxiClQPVH1BuGV                                     balanced   -    1      0       1       1          0
  local   temp.ekqqMbfXBc0jGqz                                     balanced   -    1      0       1       1          0
  local   temp.fHdcOMca_Dj8RdW                                     balanced   -    1      0       1       1          0
  local   temp.fl0nKRNh1ZggXFb                                     balanced   -    1      0       1       1          0
  local   temp.gARS_F_NFH8m1n+                                     balanced   -    1      0       1       1          0
  local   temp.hAKEQpMxZ8yONIh                                     balanced   -    1      0       1       1          0
  local   temp.hNA1u8sqc4OQ1_T                                     balanced   -    1      0       1       1          0
  local   temp.hSMkyXGsaEGEyXi                                     balanced   -    1      0       1       1          0
  local   temp.hbnoi41scwnCNNU                                     balanced   -    1      0       1       1          0
  local   temp.hgtnZqBbIMNzpWO                                     balanced   -    1      0       1       1          0
  local   temp.hpFyjsdj06k4DfP                                     balanced   -    1      0       1       1          0
  local   temp.iClfBLo7__cPJEF                                     balanced   -    1      0       0       0          0
  local   temp.iKHd1fkqePLHiEL                                     balanced   -    1      0       0       1          0
  local   temp.iZQw9RbtSo4rXof                                     balanced   -    1      0       1       1          0
  local   temp.ik_Uk6V6cWos42G                                     balanced   -    1      0       0       0          0
  local   temp.ioydDwX6ibkqvcB                                     balanced   -    1      0       1       1          0
  local   temp.j9Azy8MGw3bNRtF                                     balanced   -    1      0       1       1          0
  local   temp.jAeTs1e78cAQ10a                                     balanced   -    1      0       1       1          0
  local   temp.jMhj8xauzfwHCWi                                     balanced   -    1      0       1       1          0
  local   temp.jNqVbEmpOta5OqA                                     balanced   -    1      0       0       0          0
  local   temp.jbw7DgO86HWuA3U                                     balanced   -    1      0       1       1          0
  local   temp.jhfbhpGUkOKiRij                                     balanced   -    1      0       1       1          0
  local   temp.juaN+F6xAWdpw3v                                     balanced   -    1      0       0       0          0
  local   temp.kdPEp7jq49GA4EC                                     balanced   -    1      0       1       1          0
  local   temp.kePtB9QBOiJmNfc                                     balanced   -    1      0       1       1          0
  local   temp.kpdhr70vQYToiBQ                                     balanced   -    1      0       1       1          0
  local   temp.ljGZ5zWg_do5G25                                     balanced   -    1      0       1       1          0
  local   temp.m3gdGzgluVv6qTI                                     balanced   -    1      0       1       1          0
  local   temp.mGQghZ5culVMkxa                                     balanced   -    1      0       1       1          0
  local   temp.mSOXJUUCmaBhTk_                                     balanced   -    1      0       1       1          0
  local   temp.meQo0PYIMZfB7AP                                     balanced   -    1      0       1       1          0
  local   temp.nDHQbxRfddBV2rf                                     balanced   -    1      0       1       1          0
  local   temp.nIp9zhPDxESaszI                                     balanced   -    1      0       1       1          0
  local   temp.noGotVtYmB2he9e                                     balanced   -    1      0       1       1          0
  local   temp.nr67f6ezxs8qbSX                                     balanced   -    1      0       1       1          0
  local   temp.nw8Ws3SDWyYkYi3                                     balanced   -    1      0       1       1          0
  local   temp.ofHB5YfCZUHlgzT                                     balanced   -    1      0       1       1          0
  local   temp.ogZTkMUMlHmIwHN                                     balanced   -    1      0       1       1          0
  local   temp.ogjO5x6m6HmXbWE                                     balanced   -    1      0       1       1          0
  local   temp.olhZ9e9awJfb4ju                                     balanced   -    1      0       1       1          0
  local   temp.pERU6eU4bqMcm_m                                     balanced   -    1      0       1       1          0
  local   temp.psGAqD4VV0in1N7                                     balanced   -    1      0       1       1          0
  local   temp.ptYB9RG08P22LqB                                     balanced   -    1      0       1       1          0
  local   temp.q+GKcilxDO99rtE                                     balanced   -    1      0       1       1          0
  local   temp.qFFVxu48NmtSGec                                     balanced   -    1      0       1       1          0
  local   temp.qfWaynF3I9V28o8                                     balanced   -    1      0       1       1          0
  local   temp.rDklYfs1IRP9ZHm                                     balanced   -    1      0       1       1          0
  local   temp.t1Om7UdY9ubEpZT                                     balanced   -    1      0       1       1          0
  local   temp.t4drFfDdiD0th5v                                     balanced   -    1      0       0       0          0
  local   temp.tCphj8fMRhmSc7b                                     balanced   -    1      0       1       1          0
  local   temp.tZOBx45TROlw+t0                                     balanced   -    1      0       0       1          0
  local   temp.uA2JxG9qcz0K48u                                     balanced   -    1      0       1       1          0
  local   temp.uIJKxItfG4Y9Pmv                                     balanced   -    1      0       0       0          0
  local   temp.ugtLQcmemnHQt4t                                     balanced   -    1      0       0       0          0
  local   temp.uulDRcZvqXNsfJa                                     balanced   -    1      0       1       1          0
  local   temp.uvhMoV4023ZtYzq                                     balanced   -    1      0       1       1          0
  local   temp.vESG20oe3r7C3kn                                     balanced   -    1      0       1       1          0
  local   temp.vbZ7ebpdtI8yNwb                                     balanced   -    1      0       0       0          0
  local   temp.vnoqGegDYOaKqsT                                     balanced   -    1      0       1       1          0
  local   temp.wVpVlAFGa_3o6IY                                     balanced   -    1      0       1       1          0
  local   temp.wnp9pUPglzs45GE                                     balanced   -    1      0       0       0          0
  local   temp.wowH9WHAlisqWay                                     balanced   -    1      0       1       1          0
  local   temp.xylk0KIwOYbZ3a8                                     balanced   -    1      0       0       0          0
  local   temp.y5E8kkiDlQ7r09s                                     balanced   -    1      0       1       1          0
  local   temp.yBhmddwBY5_UaMO                                     balanced   -    1      0       1       1          0
  local   temp.yEEj08AAJ5QqoV2                                     balanced   -    1      0       1       1          0
  local   temp.yJh8klgO3umVMmB                                     balanced   -    1      0       1       1          0
  local   temp.yRP_zgc2qffDMQY                                     balanced   -    1      0       1       1          0
  local   temp.ySWrBdm4IElPBgY                                     balanced   -    1      0       0       0          0
  local   temp.z7V7cGGTzQRGecW                                     balanced   -    1      0       0       0          0
  local   temp.zI6nuX59FK5cOOs                                     balanced   -    1      0       1       1          0
  local   temp.zJkS3Xekq9Vd_UP                                     balanced   -    1      0       1       1          0
  local   temp.zPTAhd+EH8WVQqt                                     balanced   -    1      0       1       1          0
  local   temp.zRZ_sEB5z6JlljF                                     balanced   -    1      0       1       1          0
  local   temp.zmpOkZnMTdfbEKv                                     balanced   -    1      0       1       1          0
