2025-08-01 13:07:16.742894+00:00 UTC
skupper-prd-wyn-skupper-router-7f4bf489d5-d94wd

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in      out     thru
  local   temp.BcCtwyp8XPNkz+e                                     balanced   -    1      0       0       0       0
  local   temp.Bd3ZNVVw6dS8fuM                                     balanced   -    1      0       1       1       0
  local   temp.C7k0LH4AHadCEPy                                     balanced   -    1      0       1       1       0
  local   temp.CosEl5hXWrlR5OG                                     balanced   -    1      0       1       1       0
  local   temp.Cp5xSBi14M9Kmyk                                     balanced   -    1      0       1       1       0
  local   temp.CvUE1aR7XdsFylg                                     balanced   -    1      0       1       1       0
  local   temp.Dc7ZczmCTGor0ay                                     balanced   -    1      0       1       1       0
  local   temp.DzBd5BJc4nm9KCr                                     balanced   -    1      0       1       1       0
  local   temp.E7YHYwxP2eD+kJS                                     balanced   -    1      0       1       1       0
  local   temp.ELnQ5kWLUodHu4l                                     balanced   -    1      0       1       1       0
  local   temp.EUnCQnGFe09LIPe                                     balanced   -    1      0       1       1       0
  local   temp.Eg+QrCEg8wnMJnd                                     balanced   -    1      0       1       1       0
  local   temp.F6BQFXVH6jmqKh+                                     balanced   -    1      0       1       1       0
  local   temp.FKF96gcPVOZoi3x                                     balanced   -    1      0       1       1       0
  local   temp.Fji9+vl9K7l_EyA                                     balanced   -    1      0       0       0       0
  local   temp.G5Qpc9bpnhoL2aC                                     balanced   -    1      0       1       1       0
  local   temp.G5zVTn_ekFG3hFZ                                     balanced   -    1      0       1       1       0
  local   temp.HWOhi6msyRbs2gZ                                     balanced   -    1      0       1       1       0
  local   temp.I1TkhyCSUTo4dqw                                     balanced   -    1      0       1       1       0
  local   temp.I9kaVPqKRX5ZMPs                                     balanced   -    1      0       0       0       0
  local   temp.IQoFHTX+QU7WBJi                                     balanced   -    1      0       1       1       0
  local   temp.IqLg3JzVJWSk72T                                     balanced   -    1      0       1       1       0
  local   temp.J09MWsxZPiF86T0                                     balanced   -    1      0       1       1       0
  local   temp.JcjP3fogvxZO73x                                     balanced   -    1      0       1       1       0
  local   temp.KZeEFi6_DZYa4Kl                                     balanced   -    1      0       0       0       0
  local   temp.L_fjr_5vTZgKhnH                                     balanced   -    1      0       1       1       0
  local   temp.Lbw9VDh_uuGXlR8                                     balanced   -    1      0       0       0       0
  local   temp.LqpR0rEVrTuFjyE                                     balanced   -    1      0       0       0       0
  local   temp.M58Dp3Rbv1dlKjX                                     balanced   -    1      0       1       1       0
  local   temp.M7qzxlRGZTJsMmZ                                     balanced   -    1      0       1       1       0
  local   temp.MOqeo9Npsh77FRt                                     balanced   -    1      0       1       1       0
  local   temp.M_vte3LFKkIu0Ss                                     balanced   -    1      0       1       1       0
  local   temp.Mn_SaggpyG1UKHg                                     balanced   -    1      0       1       1       0
  local   temp.N1K3XcsENmXJxus                                     balanced   -    1      0       0       0       0
  local   temp.N5SBgWsnq93uUZc                                     balanced   -    1      0       1       1       0
  local   temp.NBYfSMZhGx5CEAn                                     balanced   -    1      0       1       1       0
  local   temp.NUjqi8NOv0cTdrb                                     balanced   -    1      0       0       0       0
  local   temp.NwLFoc4Nb1+ON7r                                     balanced   -    1      0       1       1       0
  local   temp.OK5HRcTPsj0DDim                                     balanced   -    1      0       1       1       0
  local   temp.OUbAT+IFBWErBC0                                     balanced   -    1      0       1       1       0
  local   temp.OfZXO+SVSCHPeWp                                     balanced   -    1      0       0       0       0
  local   temp.OiOsGj7HJPuxbFi                                     balanced   -    1      0       0       0       0
  local   temp.OlHFRvgD+VHL87h                                     balanced   -    1      0       1       1       0
  local   temp.OpPyDeYl1+Ma97_                                     balanced   -    1      0       1       1       0
  local   temp.OuUTkVcCKDbbnQF                                     balanced   -    1      0       1       1       0
  local   temp.OuWzCDxJFEFGJuq                                     balanced   -    1      0       0       0       0
  local   temp.PgPRHv1COMRo63O                                     balanced   -    1      0       1       1       0
  local   temp.Pgl6rElY+EpVnXC                                     balanced   -    1      0       0       0       0
  local   temp.PjWpmSG9x_UnM3v                                     balanced   -    1      0       1       1       0
  local   temp.Pqz3tcgvdRwT5MG                                     balanced   -    1      0       1       1       0
  local   temp.PwHIhZKGK6r8923                                     balanced   -    1      0       0       1       0
  local   temp.Pycga2SFemzTXnL                                     balanced   -    1      0       1       1       0
  local   temp.Q6GMb7p3yO__dKn                                     balanced   -    1      0       1       1       0
  local   temp.QGuCm4Zs45cL8A4                                     balanced   -    1      0       0       0       0
  local   temp.Qvt3jNVNC12uEkb                                     balanced   -    1      0       1       1       0
  local   temp.RJ2+stiNbbCrruu                                     balanced   -    1      0       1       1       0
  local   temp.Ro9af1SYw3u_Z2x                                     balanced   -    1      0       1       1       0
  local   temp.S0ku36NlksTJac4                                     balanced   -    1      0       1       1       0
  local   temp.SUusZmyuCRTb2xv                                     balanced   -    1      0       1       1       0
  local   temp.Sa8PoaJxneYX5oX                                     balanced   -    1      0       1       1       0
  local   temp.SqkmhnfVlbIsoLv                                     balanced   -    1      0       1       1       0
  local   temp.T_ReK3I0Ww4FbQU                                     balanced   -    1      0       1       1       0
  local   temp.TiovQ+kgi+8R8+W                                     balanced   -    1      0       0       0       0
  local   temp.TuemL5drI9gyNah                                     balanced   -    1      0       1       1       0
  local   temp.U7xbLSbOw7gZ5+s                                     balanced   -    1      0       1       1       0
  local   temp.Uus_ljIrQIQcjBD                                     balanced   -    1      0       1       1       0
  local   temp.V5txI39MbIneFCJ                                     balanced   -    1      0       1       1       0
  local   temp.Vxns37S58R0JHC8                                     balanced   -    1      0       1       1       0
  local   temp.W3yX1rVCoRELf4p                                     balanced   -    1      0       0       0       0
  local   temp.WNPFxW3WfuRMUNC                                     balanced   -    1      0       1       1       0
  local   temp.WYo0Vu0a4_y1I28                                     balanced   -    1      0       1       1       0
  local   temp.XA7AJ3NxGtqtqP2                                     balanced   -    1      0       0       0       0
  local   temp.Xj_JW+gfXcVR0hD                                     balanced   -    1      0       1       1       0
  local   temp.Xldmt7NHLIZ6lF3                                     balanced   -    1      0       1       1       0
  local   temp.Xtrvx4aGawOwSL2                                     balanced   -    1      0       1       1       0
  local   temp.YUIgFMAGe92NHW9                                     balanced   -    1      0       1       1       0
  local   temp.YW+RS43TArUGk1Q                                     balanced   -    1      0       1       1       0
  local   temp.ZiA6NuztWb_9boJ                                     balanced   -    1      0       1       1       0
  local   temp.Ztab2hZvmyKF1if                                     balanced   -    1      0       1       1       0
  local   temp._WeRVxGx5YX32_Q                                     balanced   -    1      0       1       1       0
  local   temp._bsyzIzpi6R3gby                                     balanced   -    1      0       1       1       0
  local   temp._g40WGRTfVSyib9                                     balanced   -    1      0       0       0       0
  local   temp._jTiEm9eE_ncHFc                                     balanced   -    1      0       1       1       0
  local   temp._zltQ_3S_+LwBsJ                                     balanced   -    1      0       1       1       0
  local   temp.a0rHIHHc6_Yn0Vw                                     balanced   -    1      0       0       0       0
  local   temp.aAKiiancXA4acGJ                                     balanced   -    1      0       1       1       0
  local   temp.aQE5dkYcO4tmLZs                                     balanced   -    1      0       1       1       0
  local   temp.av1+AP557qmtVgX                                     balanced   -    1      0       1       1       0
  local   temp.bDR4M0xpOgy28ov                                     balanced   -    1      0       0       0       0
  local   temp.bIQFxXF6GxoHfNJ                                     balanced   -    1      0       1       1       0
  local   temp.bNnzvb0HE85X+ej                                     balanced   -    1      0       1       1       0
  local   temp.bab7kfz8egKBdcI                                     balanced   -    1      0       1       1       0
  local   temp.becJgRAvroL+EOy                                     balanced   -    1      0       1       1       0
  local   temp.brdWxfphrb8WSIh                                     balanced   -    1      0       1       1       0
  local   temp.bucizVrjjXA9uz6                                     balanced   -    1      0       1       1       0
  local   temp.cFfnMEemFMzcTJU                                     balanced   -    1      0       0       14,236  0
  local   temp.d62uQ3alJquIZpw                                     balanced   -    1      0       1       1       0
  local   temp.dJzM+01SMHptCNe                                     balanced   -    1      0       1       1       0
  local   temp.dW+1Dg9usEH4eNc                                     balanced   -    1      0       1       1       0
  local   temp.de7QRmZg5KprAD0                                     balanced   -    1      0       1       1       0
  local   temp.f4iOr4fO6WEyPcz                                     balanced   -    1      0       1       1       0
  local   temp.f5my6YpoYMy4WiX                                     balanced   -    1      0       1       1       0
  local   temp.fHx99MBv7pCMoAL                                     balanced   -    1      0       1       1       0
  local   temp.fNV_z0j1TpPUPPp                                     balanced   -    1      0       0       0       0
  local   temp.g5BN7z_ahJhjezw                                     balanced   -    1      0       1       1       0
  local   temp.gCybg7tkdvycwky                                     balanced   -    1      0       1       1       0
  local   temp.giQZxYcq9wdp_SQ                                     balanced   -    1      0       1       1       0
  local   temp.i2bR5mWC1PxnICQ                                     balanced   -    1      0       1       1       0
  local   temp.i4LTRLdWzjtMUS3                                     balanced   -    1      0       1       1       0
  local   temp.iCXEorRs6Jxazsr                                     balanced   -    1      0       1       1       0
  local   temp.iJNQAl3pSC6bYiw                                     balanced   -    1      0       1       1       0
  local   temp.iWpoQFTpK41ERph                                     balanced   -    1      0       1       1       0
  local   temp.iazeWy6ZLpdN8R+                                     balanced   -    1      0       1       1       0
  local   temp.ivkM5WO_pvv3LZ8                                     balanced   -    1      0       1       1       0
  local   temp.ji9GpdxhDlf_glg                                     balanced   -    1      0       1       1       0
  local   temp.lEoc1rhX4j_RYpS                                     balanced   -    1      0       1       1       0
  local   temp.luwGDgaR5ZCusfc                                     balanced   -    1      0       1       1       0
  local   temp.lziEfVXIHhy6d8A                                     balanced   -    1      0       1       1       0
  local   temp.mKkR2YMJaymqL8X                                     balanced   -    1      0       1       1       0
  local   temp.mYdaM+StOonKeQ7                                     balanced   -    1      0       0       0       0
  local   temp.mc_dePqZM7F1T+Q                                     balanced   -    1      0       1       1       0
  local   temp.mfk53iEExcJLZFm                                     balanced   -    1      0       1       1       0
  local   temp.n8WJFkRNKUX9LqQ                                     balanced   -    1      0       1       1       0
  local   temp.nIsUePv3aZsP9yz                                     balanced   -    1      0       1       1       0
  local   temp.nRWQe6YHbvaM8Xt                                     balanced   -    1      0       1       1       0
  local   temp.nox9AMnfSWXH4Tb                                     balanced   -    1      0       0       0       0
  local   temp.nrGTYFpiGWgox_F                                     balanced   -    1      0       0       0       0
  local   temp.ntdNXiVnpeUzRaf                                     balanced   -    1      0       1       1       0
  local   temp.nzLqCRhi16rBefO                                     balanced   -    1      0       1       1       0
  local   temp.oEfwLV+w2nL4HeQ                                     balanced   -    1      0       0       0       0
  local   temp.o_6Xitv47v9lP96                                     balanced   -    1      0       1       1       0
  local   temp.qx9BqFgfM2WLJ95                                     balanced   -    1      0       0       0       0
  local   temp.rffDDRSF2Azd5FT                                     balanced   -    1      0       1       1       0
  local   temp.sooft5PcixYiWwg                                     balanced   -    1      0       1       1       0
  local   temp.t8zCzSlv_ujriea                                     balanced   -    1      0       1       1       0
  local   temp.tJhSvmPutm2O4MT                                     balanced   -    1      0       1       1       0
  local   temp.tRfqigFnOxJKpLj                                     balanced   -    1      0       0       0       0
  local   temp.u6EVgoE2upu5jDi                                     balanced   -    1      0       0       0       0
  local   temp.unpTA7FEFKHsfuF                                     balanced   -    1      0       1       1       0
  local   temp.v8zFqhq7eZWNYNw                                     balanced   -    1      0       1       1       0
  local   temp.vI1R9KkbZDxkfYl                                     balanced   -    1      0       1       1       0
  local   temp.v_FFyJTZIOqWAcE                                     balanced   -    1      0       1       1       0
  local   temp.vqXDHc4KZm0z0su                                     balanced   -    1      0       1       1       0
  local   temp.waXCRa+3idgYdb+                                     balanced   -    1      0       1       1       0
  local   temp.wdGDsLaOLhF5C3W                                     balanced   -    1      0       1       1       0
  local   temp.whxkcL2cIBHr4Be                                     balanced   -    1      0       0       0       0
  local   temp.wtHEDYp0A9mv1+v                                     balanced   -    1      0       1       1       0
  local   temp.xMe3CPOp+ABlLDm                                     balanced   -    1      0       0       0       0
  local   temp.xeeSgKy3Ch3fA6G                                     balanced   -    1      0       1       1       0
  local   temp.xmONWFwglfLuYxq                                     balanced   -    1      0       1       1       0
  local   temp.yTWsHGKOCi39XDp                                     balanced   -    1      0       1       1       0
  local   temp.yTXw_X7EoWAN_Rk                                     balanced   -    1      0       1       1       0
  local   temp.yaFBYd8Y8mTEmke                                     balanced   -    1      0       1       1       0
